 17 32 06,57	-60 40 19,64	 17 32 04,73	-60 40 14,39	-00 00 07,85	 00 01 01,74	3.0	-13.9	 17 32 09,26	-60 40 37,36	-00 31 13,30	 17 00 55,96	06 23 06	HR6500	17 31 05.9	-60 41 02	15,5	91	1010,2	22,2	62	14,0	0,0	---		26
 12 47 08,05	-68 08 57,82	 12 47 03,20	-68 08 41,49	-00 00 07,85	 00 01 01,74	15.7	-26.3	 12 47 20,43	-68 09 59,13	 04 16 44,71	 17 04 05,14	06 26 15	HR4844	12 46 16.9	-68 06 29	15,5	91	1010,2	22,2	62	14,0	0,0	---		26
 13 35 30,64	-00 39 04,60	 13 35 30,87	-00 38 57,20	-00 00 07,85	 00 01 01,74	7.3	3.2	 13 35 23,37	-00 40 02,76	 03 31 01,43	 17 06 24,81	06 28 34	HR5107	13 34 41.6	-00 35 45	15,5	91	1010,2	22,2	62	14,0	0,0	---		26
 15 23 33,17	-44 42 54,17	 15 23 32,10	-44 42 47,70	-00 00 07,85	 00 01 01,74	7.3	-12.0	 15 23 32,70	-44 43 28,72	 01 44 55,49	 17 08 28,19	06 30 37	HR5708	15 22 40.9	-44 41 22	15,4	92	1008,9	22,2	63	14,2	0,0	---		26
 18 35 57,31	-08 14 03,10	 18 35 57,89	-08 14 04,00	-00 00 07,85	 00 01 01,74	0.0	8.4	 18 35 49,32	-08 14 27,29	-01 25 31,38	 17 10 17,94	06 32 26	HR6973	18 35 12.4	-08 14 39	15,4	92	1008,9	22,2	63	14,2	0,0	---		26
 21 01 13,58	-04 41 24,01	 21 01 17,87	-04 41 20,90	-00 00 07,85	 00 01 01,74	4.2	65.7	 21 01 04,53	-04 41 47,58	-03 48 25,72	 17 12 38,81	06 34 47	HR8041	21 00 33.8	-04 43 49	15,4	92	1008,9	22,2	63	14,2	0,0	---		26
 15 32 43,82	-73 23 58,50	 15 32 35,48	-73 23 52,69	-00 00 07,85	 00 01 01,74	6.3	-35.5	 15 33 00,96	-73 24 31,72	 01 42 19,00	 17 15 19,96	06 37 27	HR5730	15 31 30.8	-73 23 22	15,4	92	1008,9	22,2	63	14,2	0,0	---		26
 16 27 49,49	-18 28 29,95	 16 27 48,65	-18 28 24,40	-00 00 07,85	 00 01 01,74	6.3	-11.1	 16 27 43,75	-18 29 02,41	 00 50 11,58	 17 17 55,33	06 40 02	HR6118	16 27 01.4	-18 27 23	15,4	92	1008,9	22,2	63	14,2	0,0	---		26
 13 47 30,44	-51 28 21,70	 13 47 29,00	-51 28 11,59	-00 00 07,85	 00 01 01,74	10.5	-12.6	 13 47 32,82	-51 29 13,98	 03 32 35,70	 17 20 08,52	06 42 15	HR5172	13 46 39.3	-51 25 58	15,4	92	1008,9	22,1	63	14,2	0,0	---		26
 16 41 58,61	 31 34 13,23	 16 41 55,72	 31 34 05,10	-00 00 07,85	 00 01 01,74	-8.3	-37.3	 16 41 45,95	 31 33 24,95	 00 40 46,59	 17 22 32,54	06 44 39	HR6212	16 41 17.2	+31 36 11	15,4	92	1008,9	22,1	63	14,2	0,0	---		26
 11 57 33,64	-47 07 37,59	 11 57 35,34	-47 07 18,69	-00 00 07,85	 00 01 01,74	18.3	18.8	 11 57 34,74	-47 08 51,22	 05 28 22,26	 17 25 57,01	06 48 03	HR4570	11 56 43.9	-47 04 21	15,4	92	1008,9	22,1	63	14,2	0,0	---		26
 14 19 55,15	-13 24 59,15	 14 19 55,69	-13 24 53,90	-00 00 07,85	 00 01 01,74	6.3	8.2	 14 19 49,49	-13 25 51,64	 03 09 05,90	 17 28 55,39	06 51 01	HR5359	14 19 06.6	-13 22 16	15,5	92	1008,9	22,1	63	14,2	0,0	---		26
 14 19 55,15	-13 24 59,15	 14 19 55,67	-13 24 53,90	-00 00 07,85	 00 01 01,74	6.3	8.2	 14 19 49,49	-13 25 51,65	 03 09 06,70	 17 28 56,19	06 51 01	HR5359	14 19 06.6	-13 22 16	15,5	92	1008,9	22,1	63	14,2	0,0	---		26
 06 59 08,01	-28 59 14,36	 06 59 07,83	-28 59 13,80	-00 00 07,85	 00 01 01,74	0.0	0.0	 06 59 01,98	-28 59 32,16	-02 17 42,24	 04 41 19,74	18 01 35	HR2618	06 58 37.5	-28 58 20	22,8	59	1009,0	23,2	60	14,4	4,8	NNE		26
 05 15 12,19	-08 11 16,25	 05 15 12,03	-08 11 17,10	-00 00 07,85	 00 01 01,74	0.0	0.0	 05 15 04,55	-08 11 44,13	-00 29 16,75	 04 45 47,80	18 06 02	HR1713	05 14 32.3	-08 12 06	22,8	59	1009,0	23,2	60	14,4	4,8	NNE		26
 10 42 18,63	-64 25 42,89	 10 42 14,42	-64 25 31,19	 09 02 19,02	-01 41 00,16	22 21 51	290,7	1011,3	0,78	hd93030	10 42 57	-64 23 40
